Datum;Buchungstext;Betrag;Saldo;Valuta
01.10.21;Eft-Pos Lidl Regensdorf      29.09.2021 15:02 Carta:  61853201  CHF  58.60;-58.60;54935.87;29.09.21
30.09.21;Belastung LSV;-310.00;54994.47;30.09.21
30.09.21;Verg�tung;-59.20;55304.47;30.09.21
29.09.21;Eft-Pos TEDi Fil  5580       27.09.2021 12:58 Carta:  61853201;-128.85;55363.67;27.09.21
24.09.21;Eft-Pos Lidl Regensdorf      22.09.2021 14:45 Carta:  61853201  CHF  63.95;-63.95;55492.52;22.09.21
23.09.21;Zahlungseingang;2814.65;55556.47;23.09.21
20.09.21;Eft-Pos LANDI Regensdorf Gen 18.09.2021 15:00 Carta:  61853201  CHF  50.30;-50.30;52741.82;18.09.21
16.09.21;Addebito TWINT Coop-2572 Regensdorf/R�gi-M�rt 0400000437106714;-26.75;52792.12;16.09.21
14.09.21;Belastung LSV;-26.15;52818.87;14.09.21
13.09.21;Eft-Pos Post CH AG (8364) Re 10.09.2021 15:00 Carta:  61853201  CHF  24.00;-24.00;52845.02;10.09.21
13.09.21;Eft-Pos LANDI Regensdorf Gen 10.09.2021 15:23 Carta:  61853201  CHF  19.80;-19.80;52869.02;10.09.21
13.09.21;Eft-Pos Lidl Regensdorf      10.09.2021 18:26 Carta:  61853201  CHF  44.10;-44.10;52888.82;10.09.21
10.09.21;Spesen f�r Papierdokument(e);-1.50;52932.92;10.09.21
08.09.21;Eft-Pos Consolato Generale d 06.09.2021 10:46 Carta:  61853201  CHF  128.60;-128.60;52934.42;06.09.21
07.09.21;Eft-Pos Coop TS Thalwil      05.09.2021 16:08 Carta:  61853201  CHF  5.55;-5.55;53063.02;05.09.21
07.09.21;Eft-Pos Lidl Regensdorf      04.09.2021 19:36 Carta:  61853201  CHF  37.50;-37.50;53068.57;04.09.21
03.09.21;Eft-Pos Volg Laden Watt      02.09.2021 17:53 Carta:  61853201  CHF  5.15;-5.15;53106.07;02.09.21
01.09.21;Zahlungseingang;2633.95;53111.22;01.09.21
01.09.21;Belastung LSV;-7.00;50477.27;01.09.21
31.08.21;Belastung LSV;-310.00;50484.27;31.08.21
31.08.21;Verg�tung;-20.60;50794.27;31.08.21
31.08.21;Eft-Pos DD 8105 REGENSDORF   30.08.2021 18:34 Carta:  61853201  CHF  23.60;-23.60;50814.87;30.08.21
31.08.21;Eft-Pos Lidl Zuerich         28.08.2021 18:25 Carta:  61853201  CHF  20.65;-20.65;50838.47;28.08.21
31.08.21;Eft-Pos AKSA FOOD HONGG AG   28.08.2021 17:59 Carta:  61853201  CHF  5.90;-5.90;50859.12;28.08.21
30.08.21;Verg�tung;-800.00;50865.02;30.08.21
30.08.21;Eft-Pos Lidl Regensdorf      27.08.2021 18:55 Carta:  61853201  CHF  73.10;-73.10;51665.02;27.08.21
27.08.21;Verg�tung;-60.00;51738.12;27.08.21
27.08.21;Eft-Pos Lidl Regensdorf      25.08.2021 19:05 Carta:  61853201  CHF  72.50;-72.50;51798.12;25.08.21
26.08.21;Eft-Pos Coop-2572 Regensdorf 25.08.2021 16:22 Carta:  61853201  CHF  67.45;-67.45;51870.62;25.08.21
23.08.21;Eft-Pos Coop-2572 Regensdorf 20.08.2021 18:32 Carta:  61853201  CHF  15.60;-15.60;51938.07;20.08.21
23.08.21;Eft-Pos AKSA FOOD HONGG AG   20.08.2021 17:35 Carta:  61853201  CHF  4.15;-4.15;51953.67;20.08.21
23.08.21;Eft-Pos Lidl Regensdorf      20.08.2021 19:19 Carta:  61853201  CHF  72.25;-72.25;51957.82;20.08.21
19.08.21;Eft-Pos Selecta AG / PrV     18.08.2021 14:08 Carta:  61853201  CHF  2.60;-2.60;52030.07;18.08.21
17.08.21;Eft-Pos BURGER KING REGENSDO 15.08.2021 20:49 Carta:  61853201  CHF  50.30;-50.30;52032.67;15.08.21
16.08.21;Belastung LSV;-258.05;52082.97;16.08.21
16.08.21;Eft-Pos Lidl Regensdorf      12.08.2021 19:37 Carta:  61853201  CHF  72.90;-72.90;52341.02;12.08.21
12.08.21;Eft-Pos AKSA FOOD HONGG AG   10.08.2021 19:02 Carta:  61853201  CHF  25.15;-25.15;52413.92;10.08.21
12.08.21;Eft-Pos AKSA FOOD HONGG AG   10.08.2021 19:07 Carta:  61853201  CHF  11.35;-11.35;52439.07;10.08.21
10.08.21;Spesen f�r Papierdokument(e);-1.50;52450.42;10.08.21
06.08.21;Verg�tung;-62.25;52451.92;06.08.21
04.08.21;Verg�tung;-1000.00;52514.17;04.08.21
02.08.21;Belastung LSV;-7.00;53514.17;02.08.21
02.08.21;Belastung LSV;-310.00;53521.17;02.08.21
02.08.21;Belastung LSV;-57.50;53831.17;02.08.21
30.07.21;Zahlungseingang;1479.85;53888.67;30.07.21
30.07.21;Verg�tung;-19.00;52408.82;30.07.21
19.07.21;Eft-Pos MM Regensdorf, Zentr 17.07.2021 16:32 Carta:  61853201  CHF  65.10;-65.10;52427.82;17.07.21
15.07.21;Verg�tung;-1000.00;52492.92;15.07.21
15.07.21;Eft-Pos Lidl Regensdorf      13.07.2021 20:05 Carta:  61853201  CHF  157.35;-157.35;53492.92;13.07.21
14.07.21;Belastung LSV;-166.65;53650.27;14.07.21
14.07.21;Eft-Pos Coop-2572 Regensdorf 13.07.2021 18:26 Carta:  61853201  CHF  93.40;-93.40;53816.92;13.07.21
12.07.21;Spesen f�r Papierdokument(e);-1.50;53910.32;12.07.21
09.07.21;Verg�tung;-39.00;53911.82;09.07.21
07.07.21;Eft-Pos Lidl Regensdorf      05.07.2021 19:18 Carta:  61853201  CHF  65.25;-65.25;53950.82;05.07.21
06.07.21;Eft-Pos Coop-1506 Regensdorf 05.07.2021 11:44 Carta:  61853201  CHF  3.20;-3.20;54016.07;05.07.21
06.07.21;Eft-Pos C & A Mode Regensdor 05.07.2021 11:40 Carta:  61853201  CHF  178.05;-178.05;54019.27;05.07.21
06.07.21;Eft-Pos TopPharm Zentrums-Ap 05.07.2021 10:32 Carta:  61853201  CHF  72.35;-72.35;54197.32;05.07.21
06.07.21;Eft-Pos Post CH AG (8364) Re 05.07.2021 10:46 Carta:  61853201  CHF  18.00;-18.00;54269.67;05.07.21
06.07.21;Eft-Pos LANDI Regensdorf Gen 05.07.2021 18:50 Carta:  61853201  CHF  7.40;-7.40;54287.67;05.07.21
05.07.21;Eft-Pos Volg Laden Watt      03.07.2021 15:00 Carta:  61853201  CHF  4.80;-4.80;54295.07;03.07.21
05.07.21;Eft-Pos DD 8105 REGENSDORF   02.07.2021 18:24 Carta:  61853201  CHF  61.65;-61.65;54299.87;02.07.21
02.07.21;Eft-Pos Volg Laden Watt      01.07.2021 19:58 Carta:  61853201  CHF  4.10;-4.10;54361.52;01.07.21
02.07.21;Eft-Pos AKSA FOOD HONGG AG   30.06.2021 11:01 Carta:  61853201  CHF  29.45;-29.45;54365.62;30.06.21
02.07.21;Eft-Pos Lidl Regensdorf      30.06.2021 17:33 Carta:  61853201  CHF  63.35;-63.35;54395.07;30.06.21
01.07.21;Belastung LSV;-7.00;54458.42;01.07.21
30.06.21;Belastung LSV;-290.35;54465.42;30.06.21
30.06.21;Verg�tung;-20.60;54755.77;30.06.21
28.06.21;Verg�tung;-400.00;54776.37;28.06.21
28.06.21;Zahlungseingang;4227.45;55176.37;28.06.21
28.06.21;Eft-Pos Lidl Regensdorf      25.06.2021 18:56 Carta:  61853201  CHF  148.85;-148.85;50948.92;25.06.21
25.06.21;Eft-Pos Lidl Regensdorf      23.06.2021 11:29 Carta:  61853201  CHF  77.90;-77.90;51097.77;23.06.21
22.06.21;Zahlungseingang;182.50;51175.67;22.06.21
21.06.21;Eft-Pos DD 8105 REGENSDORF   18.06.2021 18:59 Carta:  61853201  CHF  13.50;-13.50;50993.17;18.06.21
18.06.21;Verg�tung;-1000.00;51006.67;18.06.21
18.06.21;Eft-Pos Lidl Regensdorf      16.06.2021 17:57 Carta:  61853201  CHF  78.35;-78.35;52006.67;16.06.21
17.06.21;Zahlungseingang;2997.10;52085.02;17.06.21
17.06.21;Verg�tung;-85.00;49087.92;17.06.21
14.06.21;Belastung LSV;-6.10;49172.92;14.06.21
14.06.21;Eft-Pos Lidl Regensdorf      11.06.2021 18:52 Carta:  61853201  CHF  73.35;-73.35;49179.02;11.06.21
10.06.21;Spesen f�r Papierdokument(e);-1.50;49252.37;10.06.21
10.06.21;Eft-Pos Lidl Regensdorf      08.06.2021 18:21 Carta:  61853201  CHF  180.40;-180.40;49253.87;08.06.21
08.06.21;Verg�tung;-39.00;49434.27;08.06.21
08.06.21;Eft-Pos Post CH AG (8364) Re 07.06.2021 16:19 Carta:  61853201  CHF  12.00;-12.00;49473.27;07.06.21
08.06.21;Eft-Pos DD 8105 REGENSDORF   05.06.2021 16:16 Carta:  61853201  CHF  67.85;-67.85;49485.27;05.06.21
07.06.21;Addebito TWINT Ogg The Farmer 0400000346731776;-5.50;49553.12;07.06.21
02.06.21;Verg�tung;-750.00;49558.62;02.06.21
01.06.21;Eft-Pos TopPharm Zentrums-Ap 31.05.2021 11:54 Carta:  61853201  CHF  72.35;-72.35;50308.62;31.05.21
01.06.21;Eft-Pos Post CH AG (8364) Re 31.05.2021 16:51 Carta:  61853201  CHF  37.00;-37.00;50380.97;31.05.21
01.06.21;Eft-Pos Volg Laden Watt      31.05.2021 16:08 Carta:  61853201  CHF  8.65;-8.65;50417.97;31.05.21
01.06.21;Eft-Pos Gemeindeverwaltung R 31.05.2021 10:57 Carta:  61853201  CHF  40.00;-40.00;50426.62;31.05.21
31.05.21;Belastung LSV;-4.00;50466.62;31.05.21
31.05.21;Belastung LSV;-288.35;50470.62;31.05.21
31.05.21;Verg�tung;-43.40;50758.97;31.05.21
31.05.21;Eft-Pos Volg Laden Watt      29.05.2021 17:37 Carta:  61853201  CHF  9.10;-9.10;50802.37;29.05.21
31.05.21;Eft-Pos Lidl Regensdorf      28.05.2021 11:14 Carta:  61853201  CHF  137.40;-137.40;50811.47;28.05.21
28.05.21;Eft-Pos Coop-1511 Stadelhofe 27.05.2021 17:11 Carta:  61853201  CHF  3.95;-3.95;50948.87;27.05.21
25.05.21;Eft-Pos QUALIPET Center      22.05.2021 19:11 Carta:  61853201  CHF  5.50;-5.50;50952.82;22.05.21
25.05.21;Eft-Pos Coop-1506 Regensdorf 22.05.2021 19:31 Carta:  61853201  CHF  31.00;-31.00;50958.32;22.05.21
25.05.21;Eft-Pos Forbidden Planet AG  22.05.2021 18:28 Carta:  61853201  CHF  39.00;-39.00;50989.32;22.05.21
25.05.21;Eft-Pos MM Regensdorf, Zentr 22.05.2021 17:18 Carta:  61853201  CHF  100.20;-100.20;51028.32;22.05.21
25.05.21;Eft-Pos DD 8105 REGENSDORF   21.05.2021 18:35 Carta:  61853201  CHF  12.90;-12.90;51128.52;21.05.21
25.05.21;Eft-Pos Lidl Regensdorf      20.05.2021 17:37 Carta:  61853201  CHF  14.25;-14.25;51141.42;20.05.21
18.05.21;Verg�tung;-1614.95;51155.67;18.05.21
17.05.21;Verg�tung;-28.20;52770.62;17.05.21
14.05.21;Belastung LSV;-15.60;52798.82;14.05.21
11.05.21;Verg�tung;-102.60;52814.42;11.05.21
10.05.21;Spesen f�r Papierdokument(e);-1.50;52917.02;10.05.21
10.05.21;Verg�tung;-1000.00;52918.52;10.05.21
28.04.21;Verg�tung;-1000.00;53918.52;28.04.21
23.04.21;Pagamento stipendio Universitaet Zuerich;6057.60;54918.52;23.04.21
22.04.21;Verg�tung;-100.00;48860.92;22.04.21
20.04.21;Zahlungseingang;288.35;48960.92;20.04.21
20.04.21;Eft-Pos Amavita Regensdorf 1 17.04.2021 16:55 Carta:  61853201  CHF  19.90;-19.90;48672.57;17.04.21
19.04.21;Eft-Pos LANDI Regensdorf Gen 17.04.2021 16:26 Carta:  61853201  CHF  69.75;-69.75;48692.47;17.04.21
19.04.21;Eft-Pos Coop-1506 Regensdorf 17.04.2021 17:35 Carta:  61853201  CHF  69.85;-69.85;48762.22;17.04.21
19.04.21;Prelevamento al Bancomat BM Zentrum 8105 Regensdorf 17.04.2021 17:18 Carta: 61853201   ;-100.00;48832.07;17.04.21
15.04.21;Eft-Pos Brokids              14.04.2021 17:46 Carta:  61853201  CHF  4.00;-4.00;48932.07;14.04.21
14.04.21;Belastung LSV;-15.50;48936.07;14.04.21
13.04.21;Verg�tung;-39.00;48951.57;13.04.21
13.04.21;Eft-Pos Selecta AG / PrV     12.04.2021 13:28 Carta:  61853201  CHF  2.00;-2.00;48990.57;12.04.21
13.04.21;Eft-Pos Selecta AG / PrV     12.04.2021 13:27 Carta:  61853201  CHF  2.00;-2.00;48992.57;12.04.21
13.04.21;Eft-Pos STARBUCKS 040002     10.04.2021 16:20 Carta:  61853201  CHF  6.90;-6.90;48994.57;10.04.21
12.04.21;Spesen f�r Papierdokument(e);-1.50;49001.47;12.04.21
12.04.21;Eft-Pos MM Regensdorf, Zentr 10.04.2021 15:15 Carta:  61853201  CHF  110.60;-110.60;49002.97;10.04.21
12.04.21;Eft-Pos Zentrum Regensdorf A 10.04.2021 15:18 Carta:  61853201  CHF  0.50;-0.50;49113.57;10.04.21
06.04.21;Eft-Pos Aksam Supermarkt-Met 03.04.2021 14:51 Carta:  61853201  CHF  52.90;-52.90;49114.07;03.04.21
06.04.21;Eft-Pos AKSA FOOD HONGG AG   03.04.2021 14:58 Carta:  61853201  CHF  20.55;-20.55;49166.97;03.04.21
06.04.21;Eft-Pos BURGER KING REGENSDO 01.04.2021 20:50 Carta:  61853201  CHF  56.60;-56.60;49187.52;01.04.21
06.04.21;Eft-Pos Asiaway AG           01.04.2021 12:15 Carta:  61853201  CHF  6.30;-6.30;49244.12;01.04.21
01.04.21;Belastung LSV;-28.00;49250.42;01.04.21
31.03.21;Belastung LSV;-288.35;49278.42;31.03.21
29.03.21;Zahlungseingang;0.03;49566.77;29.03.21
29.03.21;Verg�tung;-0.05;49566.74;29.03.21
29.03.21;Verg�tung;-1550.00;49566.79;29.03.21
25.03.21;Pagamento stipendio Universitaet Zuerich;4596.15;51116.79;25.03.21
22.03.21;Eft-Pos Coop-1506 Regensdorf 20.03.2021 14:40 Carta:  61853201  CHF  64.05;-64.05;46520.64;20.03.21
22.03.21;Eft-Pos LANDI Regensdorf Gen 19.03.2021 18:37 Carta:  61853201  CHF  120.65;-120.65;46584.69;19.03.21
18.03.21;Eft-Pos Coop-2572 Regensdorf 17.03.2021 18:07 Carta:  61853201  CHF  69.15;-69.15;46705.34;17.03.21
17.03.21;Verg�tung;-478.50;46774.49;17.03.21
16.03.21;Storno Eft-Pos GENUINITY            09.03.2021 17:46 Carta:  61853201  CHF  6.10;6.10;47252.99;09.03.21
15.03.21;Belastung LSV;-25.30;47246.89;15.03.21
15.03.21;Verg�tung;-1000.00;47272.19;15.03.21
15.03.21;Eft-Pos Asia Store GmbH      12.03.2021 14:09 Carta:  61853201  CHF  51.00;-51.00;48272.19;12.03.21
15.03.21;Eft-Pos FRISCH-FISCH MERCATO 12.03.2021 16:30 Carta:  61853201  CHF  45.05;-45.05;48323.19;12.03.21
12.03.21;Eft-Pos Agrola Tankstelle Re 11.03.2021 18:17 Carta:  61853201  CHF  36.35;-36.35;48368.24;11.03.21
12.03.21;Eft-Pos GENUINITY            09.03.2021 17:46 Carta:  61853201  CHF  6.10;-6.10;48404.59;09.03.21
12.03.21;Eft-Pos GENUINITY            09.03.2021 17:46 Carta:  61853201  CHF  6.10;-6.10;48410.69;09.03.21
10.03.21;Spesen f�r Papierdokument(e);-2.50;48416.79;10.03.21
10.03.21;Eft-Pos Coop-1381 Ascona     09.03.2021 18:16 Carta:  61853201  CHF  94.70;-94.70;48419.29;09.03.21
10.03.21;Eft-Pos COOP DI CONSUMO      08.03.2021 17:45 Carta:  61853201  CHF  98.70;-98.70;48513.99;08.03.21
09.03.21;Eft-Pos Gialur Sagl          08.03.2021 10:43 Carta:  61853201  CHF  28.05;-28.05;48612.69;08.03.21
09.03.21;Eft-Pos Autosilo Central Par 07.03.2021 19:13 Carta:  61853201  CHF  6.00;-6.00;48640.74;07.03.21
09.03.21;Eft-Pos Fondazione culture e 07.03.2021 16:33 Carta:  61853201  CHF  35.00;-35.00;48646.74;07.03.21
09.03.21;Eft-Pos SumUp  *Osteria  Deg 07.03.2021 14:27 Carta:  61853201  CHF  86.00;-86.00;48681.74;07.03.21
09.03.21;Eft-Pos SumUp  *Mystic       06.03.2021 17:56 Carta:  61853201  CHF  17.00;-17.00;48767.74;06.03.21
08.03.21;Verg�tung;-1000.00;48784.74;08.03.21
08.03.21;Verg�tung;-39.00;49784.74;08.03.21
05.03.21;Verg�tung;-21.75;49823.74;05.03.21
01.03.21;Belastung LSV;-288.35;49845.49;01.03.21
26.02.21;Eft-Pos Lidl Regensdorf      24.02.2021 00:00 Carta:  61853201  CHF  60.35;-60.35;50133.84;24.02.21
25.02.21;Pagamento stipendio Universitaet Zuerich;4596.15;50194.19;25.02.21
23.02.21;Eft-Pos Migrol Altdorf UR    21.02.2021 13:40 Carta:  61853201  CHF  16.65;-16.65;45598.04;21.02.21
23.02.21;Eft-Pos Strueby Automobile   21.02.2021 00:00 Carta:  61853201  CHF  28.23;-28.23;45614.69;21.02.21
22.02.21;Eft-Pos Lidl Regensdorf      19.02.2021 00:00 Carta:  61853201  CHF  37.45;-37.45;45642.92;19.02.21
15.02.21;Belastung LSV;-41.40;45680.37;15.02.21
12.02.21;Entrata pagamento POSTFINANCE AG;100.00;45721.77;12.02.21
11.02.21;Eft-Pos Coop-2572 Regensdorf 10.02.2021 18:08 Carta:  61853201  CHF  42.85;-42.85;45621.77;10.02.21
10.02.21;Spesen f�r Papierdokument(e);-1.50;45664.62;10.02.21
08.02.21;Verg�tung;-139.00;45666.12;08.02.21
08.02.21;Eft-Pos Lidl Regensdorf      04.02.2021 00:00 Carta:  61853201  CHF  48.85;-48.85;45805.12;04.02.21
03.02.21;Verg�tung;-19.00;45853.97;03.02.21
01.02.21;Belastung LSV;-288.35;45872.97;01.02.21
01.02.21;Eft-Pos Coop-1506 Regensdorf 30.01.2021 14:41 Carta:  61853201  CHF  198.45;-198.45;46161.32;30.01.21
25.01.21;Pagamento stipendio Universitaet Zuerich;4596.15;46359.77;25.01.21
25.01.21;Verg�tung;-1000.00;41763.62;25.01.21
25.01.21;Eft-Pos Volg Laden Watt      23.01.2021 18:02 Carta:  61853201  CHF  20.10;-20.10;42763.62;23.01.21
19.01.21;Eft-Pos LANDI Regensdorf Gen 18.01.2021 18:47 Carta:  61853201  CHF  127.55;-127.55;42783.72;18.01.21
18.01.21;Eft-Pos Lidl Regensdorf      14.01.2021 18:57 Carta:  61853201  CHF  121.85;-121.85;42911.27;14.01.21
15.01.21;Verg�tung;-39.00;43033.12;15.01.21
14.01.21;Verg�tung;-201.05;43072.12;14.01.21
14.01.21;Belastung LSV;-9.20;43273.17;14.01.21
11.01.21;Spesen f�r Papierdokument(e);-1.50;43282.37;11.01.21
11.01.21;Verg�tung;-19.00;43283.87;11.01.21
11.01.21;Eft-Pos Lidl Regensdorf      08.01.2021 12:54 Carta:  61853201  CHF  24.10;-24.10;43302.87;08.01.21
06.01.21;Eft-Pos Lidl Regensdorf      04.01.2021 18:40 Carta:  61853201  CHF  85.10;-85.10;43326.97;04.01.21
04.01.21;Verg�tung;-1000.00;43412.07;04.01.21
31.12.20;Zahlungsverkehrsspesen;-3.20;44412.07;31.12.20
31.12.20;Belastung LSV;-288.35;44415.27;31.12.20
31.12.20;Eft-Pos Coop-2017 Regensdorf 30.12.2020 10:59 Carta:  61853201  CHF  31.10;-31.10;44703.62;30.12.20
29.12.20;Eft-Pos Coop-2572 Regensdorf 28.12.2020 10:29 Carta:  61853201  CHF  4.90;-4.90;44734.72;28.12.20
29.12.20;Eft-Pos Coop-2572 Regensdorf 28.12.2020 10:27 Carta:  61853201  CHF  33.10;-33.10;44739.62;28.12.20
28.12.20;Eft-Pos FRISCH-FISCH MERCATO 23.12.2020 11:58 Carta:  61853201  CHF  77.60;-77.60;44772.72;23.12.20
24.12.20;Eft-Pos DD 8105 REGENSDORF   23.12.2020 13:31 Carta:  61853201  CHF  26.45;-26.45;44850.32;23.12.20
24.12.20;Eft-Pos FRISCH-FISCH MERCATO 22.12.2020 17:47 Carta:  61853201  CHF  66.10;-66.10;44876.77;22.12.20
23.12.20;Eft-Pos Otto's AG 16, Dietik 22.12.2020 18:00 Carta:  61853201  CHF  4.15;-4.15;44942.87;22.12.20
21.12.20;Eft-Pos Coop-1417 ZH Hofwies 19.12.2020 18:57 Carta:  61853201  CHF  6.40;-6.40;44947.02;19.12.20
18.12.20;Eft-Pos Lidl Regensdorf      16.12.2020 17:41 Carta:  61853201  CHF  12.70;-12.70;44953.42;16.12.20
18.12.20;Eft-Pos SumUp  *Schmids Schm 16.12.2020 17:32 Carta:  61853201  CHF  30.00;-30.00;44966.12;16.12.20
15.12.20;Pagamento stipendio Universitaet Zuerich;9188.45;44996.12;15.12.20
15.12.20;Eft-Pos Sport-Fabrik AG      14.12.2020 16:24 Carta:  61853201  CHF  59.70;-59.70;35807.67;14.12.20
15.12.20;Eft-Pos Lidl Regensdorf      12.12.2020 11:56 Carta:  61853201  CHF  71.65;-71.65;35867.37;12.12.20
14.12.20;Belastung LSV;-311.15;35939.02;14.12.20
11.12.20;Eft-Pos Lidl Regensdorf      09.12.2020 17:34 Carta:  61853201  CHF  61.75;-61.75;36250.17;09.12.20
10.12.20;Verg�tung;-2000.00;36311.92;10.12.20
10.12.20;Spesen f�r Papierdokument(e);-1.50;38311.92;10.12.20
09.12.20;Verg�tung;-39.00;38313.42;09.12.20
04.12.20;Verg�tung;-19.00;38352.42;04.12.20
01.12.20;Belastung LSV;-229.15;38371.42;01.12.20
01.12.20;Eft-Pos FRISCH-FISCH MERCATO 28.11.2020 16:51 Carta:  61853201  CHF  16.45;-16.45;38600.57;28.11.20
30.11.20;Verg�tung;-1000.00;38617.02;30.11.20
30.11.20;Eft-Pos Media Markt Dietikon 28.11.2020 17:57 Carta:  61853201  CHF  549.00;-549.00;39617.02;28.11.20
30.11.20;Eft-Pos Otto's AG 16, Dietik 28.11.2020 17:06 Carta:  61853201  CHF  53.85;-53.85;40166.02;28.11.20
30.11.20;Eft-Pos Lidl Regensdorf      27.11.2020 17:37 Carta:  61853201  CHF  12.05;-12.05;40219.87;27.11.20
25.11.20;Pagamento stipendio Universitaet Zuerich;4700.20;40231.92;25.11.20
25.11.20;Eft-Pos M�ller Handels AG Sc 24.11.2020 17:58 Carta:  61853201  CHF  29.60;-29.60;35531.72;24.11.20
25.11.20;Eft-Pos MM Regensdorf, Zentr 24.11.2020 18:14 Carta:  61853201  CHF  4.30;-4.30;35561.32;24.11.20
24.11.20;Eft-Pos DD 8105 REGENSDORF   23.11.2020 17:41 Carta:  61853201  CHF  36.00;-36.00;35565.62;23.11.20
18.11.20;Eft-Pos Coop-2572 Regensdorf 17.11.2020 17:58 Carta:  61853201  CHF  72.30;-72.30;35601.62;17.11.20
17.11.20;Eft-Pos Blausee Parking      14.11.2020 10:00 Carta:  61853201  CHF  3.00;-3.00;35673.92;14.11.20
17.11.20;Eft-Pos RESTAURANT-HOTEL BLA 14.11.2020 10:02 Carta:  61853201  CHF  26.00;-26.00;35676.92;14.11.20
16.11.20;Belastung LSV;-37.20;35702.92;16.11.20
16.11.20;Verg�tung;-1039.00;35740.12;16.11.20
16.11.20;Eft-Pos SumUp  *Tanner, Hote 13.11.2020 21:32 Carta:  61853201  CHF  168.00;-168.00;36779.12;13.11.20
16.11.20;Eft-Pos Lidl Regensdorf      12.11.2020 18:15 Carta:  61853201  CHF  90.80;-90.80;36947.12;12.11.20
13.11.20;Eft-Pos Coop-2017 Regensdorf 12.11.2020 17:37 Carta:  61853201  CHF  3.50;-3.50;37037.92;12.11.20
12.11.20;Entrata pagamento Coop-1506 Regensdorf 11.11.2020 17:19 Carta:  61853201  CHF  12.35;12.35;37041.42;11.11.20
12.11.20;Eft-Pos Coop-1506 Regensdorf 11.11.2020 17:14 Carta:  61853201  CHF  52.75;-52.75;37029.07;11.11.20
10.11.20;Spesen f�r Papierdokument(e);-1.50;37081.82;10.11.20
09.11.20;Eft-Pos SOCAR Tankstelle     07.11.2020 19:42 Carta:  61853201  CHF  3.60;-3.60;37083.32;07.11.20
09.11.20;Eft-Pos Lidl Regensdorf      06.11.2020 18:00 Carta:  61853201  CHF  69.60;-69.60;37086.92;06.11.20
03.11.20;Zahlungseingang;360.00;37156.52;03.11.20
02.11.20;Belastung LSV;-229.15;36796.52;02.11.20
02.11.20;Eft-Pos Coop-2572 Regensdorf 31.10.2020 18:56 Carta:  61853201  CHF  182.60;-182.60;37025.67;31.10.20
29.10.20;Prelevamento al Bancomat ZKB ZH Affoltern 1   28.10.2020 14:50 Carta:  61853201  CHF  100.00;-102.00;37208.27;28.10.20
29.10.20;Eft-Pos Lidl Regensdorf      27.10.2020 19:12 Carta:  61853201  CHF  81.15;-81.15;37310.27;27.10.20
27.10.20;Verg�tung;-1000.00;37391.42;27.10.20
27.10.20;Prelevamento al Bancomat FILIALE EINKAUFSZENT 24.10.2020 13:45 Carta:  61853201  CHF  100.00;-102.00;38391.42;24.10.20
26.10.20;Eft-Pos Coop-1506 Regensdorf 24.10.2020 18:02 Carta:  61853201  CHF  129.45;-129.45;38493.42;24.10.20
23.10.20;Pagamento stipendio Universitaet Zuerich;4700.20;38622.87;23.10.20
20.10.20;Eft-Pos UZH Binzm�hle        19.10.2020 13:04 Carta:  61853201  CHF  7.00;-7.00;33922.67;19.10.20
19.10.20;Verg�tung;-84.60;33929.67;19.10.20
19.10.20;Eft-Pos Coop-4953 Zug Bahnho 17.10.2020 18:10 Carta:  61853201  CHF  4.05;-4.05;34014.27;17.10.20
19.10.20;Eft-Pos Natur Tierpark-Ticke 17.10.2020 12:37 Carta:  61853201  CHF  70.00;-70.00;34018.32;17.10.20
16.10.20;Eft-Pos UZH Binzm�hle        15.10.2020 12:17 Carta:  61853201  CHF  7.00;-7.00;34088.32;15.10.20
16.10.20;Eft-Pos Coop-1417 ZH Hofwies 15.10.2020 20:12 Carta:  61853201  CHF  7.90;-7.90;34095.32;15.10.20
15.10.20;Verg�tung;-180.00;34103.22;15.10.20
14.10.20;Belastung LSV;-72.05;34283.22;14.10.20
14.10.20;Eft-Pos Decathlon            13.10.2020 16:58 Carta:  61853201  CHF  58.00;-58.00;34355.27;13.10.20
13.10.20;Eft-Pos Volg Laden Watt      12.10.2020 18:42 Carta:  61853201  CHF  10.25;-10.25;34413.27;12.10.20
13.10.20;Eft-Pos shopAgent Bagci & Da 11.10.2020 16:06 Carta:  61853201  CHF  10.00;-10.00;34423.52;11.10.20
12.10.20;Spesen f�r Papierdokument(e);-1.50;34433.52;12.10.20
12.10.20;Verg�tung;-126.55;34435.02;12.10.20
12.10.20;Prelevamento al Bancomat BM Badstrasse 8  5400 Baden 11.10.2020 12:10 Carta: 61853201   ;-100.00;34561.57;11.10.20
12.10.20;Eft-Pos H & M                10.10.2020 18:37 Carta:  61853201  CHF  115.15;-115.15;34661.57;10.10.20
12.10.20;Eft-Pos Coop-1914 ZH C.St. A 10.10.2020 19:29 Carta:  61853201  CHF  133.55;-133.55;34776.72;10.10.20
12.10.20;Eft-Pos Parkhaus Hauptbahnho 10.10.2020 19:51 Carta:  61853201  CHF  12.00;-12.00;34910.27;10.10.20
12.10.20;Eft-Pos Decathlon            09.10.2020 17:46 Carta:  61853201  CHF  80.00;-80.00;34922.27;09.10.20
12.10.20;Eft-Pos Decathlon            09.10.2020 17:41 Carta:  61853201  CHF  364.00;-364.00;35002.27;09.10.20
12.10.20;Eft-Pos Restaurant Luigia Z� 09.10.2020 19:40 Carta:  61853201  CHF  50.90;-50.90;35366.27;09.10.20
